Every_Heart_-민나노키모치-	artist	보아	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.42217343904856297 | 45 | 38
GO_GO_서머!	artist	카라_(음악_그룹)	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.42385346161184545 | 60 | 47
Over_the_Rainbow	artist	장진영	x	x	0.5	근거 없음 | 0.0 | 0.0 | 0 | 0
THE_맨파워!!!	artist	모닝구무스메	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.43811024300660417 | 79 | 67
내_손을_잡아_(노래)	artist	아이유	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.426621605139047 | 19 | 21
눈동자의_멜로디	artist	보이프렌드_(음악_그룹)	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.44820086660090164 | 22 | 21
다시_만난_세계	artist	소녀시대	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.4461265417135232 | 129 | 132
디라이토_(대성의_음반)	artist	빅뱅_(음악_그룹)	x	o	0.8915115845350317	(1 artist 0) < (2 album 1) & (2 composer 3) & (0 currentMember 3) | 0.7830231690700633 | 0.9483922456214122 | 60 | 77
라이징_스타	artist	타이미	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.4492807265363268 | 37 | 22
러브_네버_다이즈	artist	팬텀_(음악_그룹)	x	x	0.5	근거 없음 | 0.0 | 0.0 | 0 | 0
마이_페어_레이디	artist	마리아_(예수의_어머니)	x	x	0.5	근거 없음 | 0.0 | 0.0 | 0 | 0
바이바이_해피데이즈!	artist	카라_(음악_그룹)	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.42385346161184545 | 40 | 37
베리_해피	artist	자니스WEST	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.42217343904856297 | 23 | 19
부활LOVE	artist	아라시	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.4466458420517726 | 55 | 50
빙글빙글_커튼	artist	노기자카46	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.4422584813696071 | 89 | 82
아이오쿠라에	artist	슈퍼플라이	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.42385346161184545 | 39 | 31
여성시대·영원한_사랑	artist	티아라_(음악_그룹)	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.9211920529801324 | 46 | 66
웨이크_업!!	artist	유이카오리	o	o	0.9981818181818182	(1 artist 0) < (1 musicalBand 0) | 0.9963636363636363 | 0.43811024300660417 | 63 | 47
