Every_Heart_-민나노키모치-	artist	보아	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4222 | 45 | 38
GO_GO_서머!	artist	카라_(음악_그룹)	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4239 | 60 | 47
Over_the_Rainbow	artist	장진영	x	x	0.5	근거 없음 | 0.0 | 0.0 | 0 | 0
THE_맨파워!!!	artist	모닝구무스메	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4381 | 79 | 67
내_손을_잡아_(노래)	artist	아이유	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4266 | 19 | 21
눈동자의_멜로디	artist	보이프렌드_(음악_그룹)	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4482 | 22 | 21
다시_만난_세계	artist	소녀시대	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4461 | 129 | 132
디라이토_(대성의_음반)	artist	빅뱅_(음악_그룹)	x	o	0.8915	(1 artist 0) < (2 album 1) & (2 composer 3) & (0 currentMember 3) | 0.783 | 0.9484 | 60 | 77
라이징_스타	artist	타이미	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4493 | 37 | 22
러브_네버_다이즈	artist	팬텀_(음악_그룹)	x	x	0.5	근거 없음 | 0.0 | 0.0 | 0 | 0
마이_페어_레이디	artist	마리아_(예수의_어머니)	x	x	0.5	근거 없음 | 0.0 | 0.0 | 0 | 0
바이바이_해피데이즈!	artist	카라_(음악_그룹)	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4239 | 40 | 37
베리_해피	artist	자니스WEST	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4222 | 23 | 19
부활LOVE	artist	아라시	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4466 | 55 | 50
빙글빙글_커튼	artist	노기자카46	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4423 | 89 | 82
아이오쿠라에	artist	슈퍼플라이	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4239 | 39 | 31
여성시대·영원한_사랑	artist	티아라_(음악_그룹)	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.9212 | 46 | 66
웨이크_업!!	artist	유이카오리	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4381 | 63 | 47
키미와보쿠오스키니나루	artist	PASSPO☆	o	o	0.7218	(1 artist 0) < (1 language 2) & (2 spokenIn 3) & (0 hometown 3) | 0.4435 | 0.4385 | 10 | 10
푸른_하늘_아래,_너의_옆	artist	아라시	o	o	0.9982	(1 artist 0) < (1 musicalBand 0) | 0.9964 | 0.4466 | 69 | 54
8일째_매미	author	가쿠다_미쓰요	o	o	0.9996	(1 author 0) < (0 notableWork 1) | 0.9992 | 0.4211 | 8 | 9
가족팔경	author	츠츠이_야스타카	o	o	0.6616	(1 author 0) < (1 language 2) & (3 language 2) & (0 notableWork 3) | 0.3232 | 0.3995 | 8 | 15
걸리버_여행기	author	로렌스_스턴	x	x	0.0205	! (1 author 0) < (2 notableWork 1) & (2 != 3) & (3 influenced 0) | 0.0 | 0.9589 | 0 | 12
구오대사	author	조선_태종	x	x	0.2839	! (1 author 0) < (1 country 2) & (2 != 3) & (0 birthPlace 3) | 0.0 | 0.4322 | 0 | 2
기네스_세계_기록	author	잔_칼망	x	x	0.4797	! (1 author 0) < (1 publicationDate 2) & (2 > 3) & (0 birthDate 3) | 0.0 | 0.0406 | 0 | 2
달의_요정_세일러문_(만화)	author	츠키노_우사기	x	x	0.5	근거 없음 | 0.0 | 0.0 | 0 | 0
독한_것들의_진짜_운동법	author	박용우	x	x	0.5	근거 없음 | 0.0 | 0.0 | 0 | 0
두_사람이다	author	강경옥_(만화가)	x	o	0.7174	(1 author 0) < (1 starring 2) & (2 birthYear 3) & (0 activeYearsEndYear 3) | 0.4348 | 0.4335 | 2 | 2
북두의_권	author	유비	x	x	0.2917	! (1 author 0) < (1 firstPublicationDate 2) & (2 > 3) & (0 deathDate 3) | 0.0 | 0.4167 | 0 | 2
삼국사기	author	해모수왕	x	x	0.5	근거 없음 | 0.0 | 0.0 | 0 | 0
