Every_Heart_-민나노키모치-	artist	보아	o
GO_GO_서머!	artist	카라_(음악_그룹)	o
THE_맨파워!!!	artist	모닝구무스메	o
내_손을_잡아_(노래)	artist	아이유	o
눈동자의_멜로디	artist	보이프렌드_(음악_그룹)	o
다시_만난_세계	artist	소녀시대	o
디라이토_(대성의_음반)	artist	빅뱅_(음악_그룹)	x
라이징_스타	artist	타이미	o
바이바이_해피데이즈!	artist	카라_(음악_그룹)	o
베리_해피	artist	자니스WEST	o
부활LOVE	artist	아라시	o
빙글빙글_커튼	artist	노기자카46	o
아이오쿠라에	artist	슈퍼플라이	o
여성시대·영원한_사랑	artist	티아라_(음악_그룹)	o
웨이크_업!!	artist	유이카오리	o
키미와보쿠오스키니나루	artist	PASSPO☆	o
푸른_하늘_아래,_너의_옆	artist	아라시	o
8일째_매미	author	가쿠다_미쓰요	o
가족팔경	author	츠츠이_야스타카	o
두_사람이다	author	강경옥_(만화가)	x
오디세이_왜건,_인생을_달리다	author	시게마쓰_기요시	o
우리들에게_날개는_없다	author	시노즈카_가즈노리	x
잠들지_않는_나무	author	조소혜	o
캔디_캔디	author	이가라시_유미코	o
킥_애스_2	author	마크_밀러	o
퍼시픽_모비딕	author	허먼_멜빌	x
SG_워너비	bandMember	채동하	o
노브레인	bandMember	차승우	o
다이나믹_듀오	bandMember	프라이머리_(음악가)	x
들국화_(밴드)	bandMember	전인권	o
러브홀릭스	bandMember	강현민	o
롤링_스톤스	bandMember	제리_홀	x
메이필드_포	bandMember	마일즈_케네디	o
문차일드	bandMember	허정민	o
베란다_프로젝트	bandMember	이상순	o
베이비복스	bandMember	김형석_(음악가)	x
블락비	bandMember	유권	o
빅마마	bandMember	태빈	x
시나위_(밴드)	bandMember	박현준_(야구_선수)	x
언니네이발관	bandMember	이석원	o
원더걸스	bandMember	안소희	o
조나스_브라더스	bandMember	조_조너스	o
쥬얼리	bandMember	조민아	o
컬러스_(음악_그룹)	bandMember	강인원_(가수)	o
퀸스_오브_더_스톤_에이지	bandMember	존_폴_존스_(음악가)	x
견훤	battle	공산_동수_전투	o
대한민국_국방부	battle	베트남_전쟁	x
소련군	battle	흥남_철수_작전	x
안도_리키치	battle	제2차_세계_대전	o
알렉산드로스_3세_메가스	battle	가우가멜라_전투	o
야하라_히로미치	battle	오키나와_전투	o
에르네스트_르낭	battle	프로이센-프랑스_전쟁	x
영국군	battle	다이너모_작전	o
오다_노부나가	battle	세키가하라_전투	x
이순신	battle	사천_해전	o
제임스_롱스트리트	battle	서부_전선_(제1차_세계_대전)	o
조지_5세	battle	제1차_세계_대전	x
칼_12세	battle	나르바_전투_(1700년)	o
켄_로치	battle	스페인_내전	x
MBC_서울국제가요제	channel	문화방송	o
결혼_7년	channel	한국방송공사	o
능력자들	channel	문화방송	o
대한민국_행복발전소	channel	한국방송공사	o
더_엑스_팩터	channel	폭스_방송	o
명작_스캔들	channel	한국방송공사	o
모두_다_김치	channel	문화방송	o
불어라_미풍아	channel	문화방송	o
브라보_신세대	channel	한국방송공사	o
비교체험_여행기_그곳에서_살아보기	channel	문화방송	o
사랑이_사랑에게	channel	SBS_파워FM	x
섀도우파이터	channel	문화방송	o
스폰지밥_네모바지	channel	니켈로디언	o
알게될거야	channel	한국방송공사	o
의뢰인_K	channel	한국방송공사	o
정글피쉬	channel	한국방송공사	o
죠니_브라보	channel	폭스_방송	x
파워퍼프걸	channel	폭스_방송	x
호보_(드라마)	channel	문화방송	x
강희제	child	건륭제	x
교황_니콜라오_5세	child	루키우스_안나이우스_세네카	x
김창완	child	김창익	x
김형준_(1987년)	child	김세현_(야구_선수)	x
김희철_(가수)	child	김정모	x
나카오카_신타로	child	도쿠가와_요시노부	x
닌켄_천황	child	겐조_천황	x
대한제국_고종	child	조선_정조	x
루지에로_2세	child	하인리히_6세	x
루트비히_판_베토벤	child	프란츠_슈베르트	x
마티아스	child	루돌프_2세	x
마티아스	child	페르디난트_2세	x
마희성	child	마희범	x
메이지_천황	child	다이쇼_천황	o
